#n_nodes,m_edges,aspl,diameter,acluster,assort,n_conn,n_comp,o_largestc
2500,8517,17.4161840736,49,0.232893621934,0.111421375858,3,1,2500
2475,8349,17.4520065652,49,0.233083183932,0.11474904445,3,1,2475
2450,8184,17.5200006667,49,0.232949436051,0.109287607582,3,1,2450
2425,8019,17.5370450138,49,0.23308849913,0.10118547778,3,1,2425
2400,7852,17.5826643046,49,0.233248977874,0.0999021601127,2,1,2400
2375,7696,17.6089715781,49,0.233000501253,0.102209136726,2,1,2375
2350,7540,17.6602900284,49,0.233319148936,0.11488311857,2,1,2350
2325,7385,17.687399182,49,0.234061102577,0.108681256626,2,1,2325
2300,7226,17.7386402406,49,0.233745341615,0.111910193404,2,1,2300
2275,7073,17.7924779882,50,0.234036281179,0.123884141775,2,1,2275
2250,6917,17.8072530013,50,0.235125573192,0.137887190252,2,1,2250
2225,6766,17.848634306,50,0.235843410023,0.139930649748,2,1,2225
2200,6609,17.8756798545,50,0.235500721501,0.138663048764,2,1,2200
2175,6451,17.9453393818,50,0.235173508484,0.144415125374,2,1,2175
2150,6300,17.990136678,50,0.235314876338,0.14084570227,2,1,2150
2125,6167,18.0374786751,50,0.234709990663,0.143462087424,1,1,2125
2100,6022,18.1235372853,50,0.234725623583,0.145937809497,1,1,2100
2075,5884,18.2108594068,51,0.234446356856,0.149343606529,1,1,2075
2050,5743,18.3058877025,51,0.233729384437,0.158748275074,1,1,2050
2025,5606,18.3831396086,51,0.233578679208,0.150310678497,1,1,2025
2000,5470,18.3902071036,51,0.232512698413,0.157588911042,1,1,2000
1975,5336,18.4623041309,51,0.233061683745,0.162843075423,1,1,1975
1950,5199,18.5029282604,51,0.231770858771,0.169741295774,1,1,1950
1925,5057,18.5676474876,51,0.230884766028,0.169476531298,1,1,1925
1900,4932,18.6615742357,51,0.231326649958,0.16886422461,1,1,1900
1875,4813,18.7416179296,52,0.232054603175,0.176170763169,1,1,1875
1850,4679,18.8601821291,52,0.230369369369,0.187473339594,1,1,1850
1825,4558,18.8800054855,51,0.23035583751,0.184318283498,1,2,1824
1800,4431,18.9337896904,51,0.231334868578,0.168255026145,1,2,1799
1775,4311,19.0224754253,51,0.230129650507,0.168301206586,1,2,1774
1750,4194,19.0603319582,51,0.229765308067,0.170315184533,1,2,1749
1725,4091,19.1048551975,51,0.230001658237,0.186348405841,1,3,1723
1700,3980,19.2850952291,52,0.228939024048,0.190713359421,1,4,1697
1675,3865,19.3344471837,52,0.228965880611,0.188029817982,1,4,1672
1650,3750,19.6176951208,53,0.227815364154,0.189814486325,1,4,1647
1625,3633,19.8027598619,54,0.22506018437,0.198946380337,1,4,1622
1600,3518,19.8633033743,55,0.224787548081,0.194216975716,1,4,1597
1575,3410,20.0295479614,55,0.224392645099,0.18902269354,1,4,1572
1550,3291,20.133487926,55,0.223858774279,0.189115347838,1,4,1547
1525,3177,20.3236588765,55,0.225081346599,0.185058253087,1,4,1522
1500,3069,20.5540324061,56,0.223492594362,0.190278965677,1,6,1495
1475,2967,20.7842291716,56,0.226250404924,0.193375711604,1,6,1470
1450,2855,21.238181743,55,0.223999273999,0.184756055814,1,7,1443
1425,2752,21.3333333333,55,0.228277172451,0.175584548551,1,9,1416
1400,2655,21.5735051687,56,0.220905172414,0.204986882664,1,8,1392
1375,2556,22.0507207648,58,0.22075974501,0.206523065102,1,8,1367
1350,2468,22.3282135185,58,0.217073257342,0.216415450575,1,9,1341
1325,2378,23.0330559322,59,0.213623834911,0.209717891394,1,11,1313
1300,2286,23.1614361101,60,0.209377659378,0.207727433116,1,12,1287
1275,2187,23.3889311021,60,0.20938509482,0.193508607422,1,15,1253
1250,2102,23.8591373275,62,0.207140916676,0.178901316752,1,16,1227
1225,2011,24.2461219074,62,0.203860359824,0.190568985275,1,19,1199
1200,1937,24.4945424575,64,0.206254870596,0.204650795561,1,27,1161
1175,1865,25.5173066618,65,0.205546318796,0.212587892959,1,31,1117
1150,1783,26.1169459006,68,0.204640764724,0.199870401067,1,31,1081
1125,1705,26.532226072,69,0.203928001823,0.164854184844,1,36,1045
1100,1633,27.3332849434,69,0.200594652807,0.165849242328,1,38,1017
1075,1564,27.4100020251,70,0.199846868208,0.175379386533,1,45,964
1050,1481,28.8526743143,72,0.20386743188,0.139830763045,1,52,921
1025,1405,38.0169443336,96,0.200340136054,0.145576565558,1,55,896
1000,1338,38.5716081841,98,0.199505684627,0.159779304434,1,58,867
975,1277,26.9582172966,72,0.206387163561,0.142406669474,1,62,460
950,1213,29.2048660409,76,0.203095775556,0.140052707643,1,69,443
925,1148,21.212155511,55,0.183820662768,0.122102791361,1,79,342
900,1083,16.1964355333,45,0.176666666667,0.146888975728,1,88,190
875,1029,14.4983798253,40,0.180078895464,0.103022649503,1,92,169
850,981,12.6744948694,31,0.197101449275,0.124959349593,1,102,138
825,926,10.6727272727,28,0.1608815427,0.128336312643,1,116,121
800,871,11.2633362806,30,0.169230769231,0.102671199611,1,122,117
775,813,13.4858939802,37,0.164465408805,0.0590501978754,1,135,106
750,760,13.4858939802,37,0.164465408805,0.0590501978754,1,144,106
725,718,9.77929984779,27,0.191780821918,-0.0822926673071,1,150,73
700,672,9.67404426559,28,0.18779342723,-0.0158676853329,1,158,71
675,632,8.62485875706,24,0.185555555556,-0.0334891949956,1,160,60
650,592,7.21592442645,18,0.182905982906,-0.0571864277545,1,161,39
625,551,6.77477477477,18,0.228828828829,-0.0571870170015,1,164,37
600,508,6.21428571429,16,0.211494252874,0.00766283524904,1,171,29
575,466,5.79333333333,14,0.185333333333,0.118683901293,1,184,25
550,428,5.79333333333,14,0.185333333333,0.118683901293,1,188,25
525,386,5.65217391304,14,0.193055555556,0.0633540372671,1,194,24
500,353,4.10526315789,9,0.217543859649,-0.0540184453228,1,194,19
475,319,3.78333333333,9,0.197916666667,0.100961538462,1,200,16
450,287,3.78333333333,9,0.197916666667,0.100961538462,1,203,16
425,252,3.73333333333,9,0.0555555555556,0.047619047619,1,204,15
400,227,3.73333333333,9,0.0555555555556,0.047619047619,1,203,15
375,200,3.73333333333,9,0.0555555555556,0.047619047619,1,200,15
350,168,3.0,7,0.0,-0.333333333333,1,201,9
325,156,2.33333333333,5,0.351851851852,-0.428571428571,1,186,9
300,139,2.57142857143,5,0.0,0.0,1,176,8
275,114,2.57142857143,5,0.0,0.0,1,173,8
250,87,2.57142857143,5,0.0,0.0,1,171,8
225,68,1.66666666667,3,0.277777777778,-0.473684210526,1,163,6
200,54,1.8,3,0.0,-0.666666666667,1,150,5
175,41,1.8,3,0.0,-0.666666666667,1,137,5
150,27,1.33333333333,2,0.583333333333,-0.714285714286,1,124,4
125,18,1.66666666667,3,0.0,-0.5,1,107,4
100,11,1.66666666667,3,0.0,-0.5,1,89,4
75,4,1.0,1,0.0,na,1,71,2
50,4,1.0,1,0.0,na,1,46,2
25,0,0,0,0.0,na,0,25,1
1,0,0,0,0.0,na,0,1,1
